Unnamed: 0,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27,Unnamed: 28,Unnamed: 29,Unnamed: 30,Unnamed: 31,Unnamed: 32,Unnamed: 33,Unnamed: 34,Unnamed: 35,Unnamed: 36,Unnamed: 37,Unnamed: 38,Unnamed: 39,Unnamed: 40,Unnamed: 41,Unnamed: 42,Unnamed: 43,Unnamed: 44,Unnamed: 45,Unnamed: 46,Unnamed: 47,Unnamed: 48,Unnamed: 49,Unnamed: 50,Unnamed: 51,Unnamed: 52,Unnamed: 53,Unnamed: 54
,SekTa,,,,TILASTOT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Pelaajat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,KAUSI 2024-2025,III-DIV - LR LOHKO A,,,,PELAAJAT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,O,M,S,P,J,VM,YV,AV,RL-,RL+,SR,TV,H,TM,IM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Veikka Saarinen,18,9,5,14,4,,,,,,,,,,,,,,Veikka Saarinen,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Jarno Peltola,18,7,5,12,27,1,,,,,,,,,,,,,Jarno Peltola,1,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Miika Oja-Nisula,18,6,6,12,,1,1,,,,,,1,,,,,,Miika Oja-Nisula,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Joni Vainio,14,5,4,9,2,,,,,,,,,,,,,,Joni Vainio,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Jasse Santavuori,9,2,3,5,,,,,,,,,,,,,,,Jasse Santavuori,1,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Mauri Kurri,12,4,0,4,4,,,,,,,,,,,,,,Mauri Kurri,1,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Pedar Järvensivu,6,4,0,4,2,,,,,,,,,,,,,,Pedar Järvensivu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Rami Takala,4,1,2,3,,,,,0/1,,,,,,,,,,Rami Takala,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Mikko Hongisto,4,2,0,2,,,1,1,,,,,,,,,,,Mikko Hongisto,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Jesse Höykinpuro,14,0,2,2,8,,,,,,,,,,,,,,Jesse Höykinpuro,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Petri Vikman,4,0,2,2,,,,,,,,,,,,,,,Petri Vikman,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Juha-Pekka Kiilunen,6,0,1,1,,,,,,,,,,,,,,,Juha-Pekka Kiilunen,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Vesa Kurppa,8,0,0,0,2,,,,,,,,,,,,,,Vesa Kurppa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Ville Koivisto,6,0,0,0,,,,,,,,,,,,,,,Ville Koivisto,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Lassi Liukkonen,18,0,0,0,,,,,,,,,,,,,,,Lassi Liukkonen,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,74,72,146,63,5,2,4,0/1,0,0,1,1,0,,,,,,,2,2,4,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,KAUSI 2021-2022,III-DIV - LR LOHKO 5,,,,MAALIVAHDIT,,,,,,,,,,,,,,KAUSI 2021-2022,Karsinta,,,,MAALIVAHDIT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,O,T%,PMO,T,PM,V,NP,,,,,,,,,,,,,O,T%,PMO,T,PM,V,NP,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Lassi Liukkonen (MV),18,79.32,7.22,372,97,5,1,,,,,,,,,,,,Lassi Liukkonen (MV),1,0,4.1,0,3,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,79.32,7.22,372,97,5,1,,,,,,,,,,,,,,0,4.1,0,3,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,KAUSI 2020-2021,III-DIV - LR LOHKO 6,,,,PELAAJAT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,O,M,S,P,J,Ratk,YV,AV,RL,SR,TV,Hattu,IM,TM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Jani Ruuskanen,2,2,1,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Mika Aaltonen,2,1,1,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Ville Koivisto,2,0,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Kaj-Kristian Engblom,2,1,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Miika Oja-Nisula,2,1,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Veikka Saarinen,2,0,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Rami Takala,2,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Jarno Peltola,2,0,0,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Sami Pöllänen,2,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Lassi Liukkonen,2,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Juha-Pekka Kiilunen,2,0,0,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Joni Vainio,2,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Jesse Höykinpuro,2,0,0,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,5,5,10,10,0,0,0,2/2,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,KAUSI 2020-2021,III-DIV - LR LOHKO 6,,,,MAALIVAHDIT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,O,T%,PMO,T,PM,V,NP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Lassi Liukkonen (MV),2,63.33,14.67,38,22,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,63.33,14.67,38,22,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,KAUSI 2019-2020,IV-DIV - LR LOHKO 9,,,,PELAAJAT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,O,M,S,P,J,Ratk,YV,AV,RL,SR,TV,Hattu,IM,TM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Kaj Engblom,16,12,33,45,2,,,,1/1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Ville Koivisto,16,13,15,28,,,1,,,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Mika Aaltonen,16,23,4,27,2,4,4,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Rami Takala,15,19,7,26,,5,1,,1/1,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Jarno Peltola,14,14,6,20,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Sami Pöllänen,14,6,4,10,,2,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Ville Rinnola,10,1,6,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Miika Oja-Nisula,14,3,3,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Mauri Kurri,16,2,3,5,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Joni Vainio,6,2,1,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Vesa Kurppa,14,0,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Pessi Aro,6,1,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Tuukka Mettälä,6,0,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Jussi Uusi-Mikkola,6,0,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Jesse Hyökinpuro,2,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Lassi Liukkonen (MV),16,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Matias Mäkilä,3,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,96,86,182,6,12,7,0,2/2,0,0,7,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,KAUSI 2019-2020,IV-DIV - LR LOHKO 9,,,,MAALIVAHDIT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,O,T%,PMO,T,PM,V,NP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Vesa Kurppa (MV),2,92.31,1.33,24,2,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Lassi Liukkonen (MV),14,76.96,4.82,177,53,10,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,84.63499999999999,6.15,201,55,12,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,KAUSI 2019-2020,Suomen Cup,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,O,M,S,P,J,Ratk,YV,AV,RL,SR,TV,Hattu,IM,TM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Kaj Engblom,3,4,3,7,-,-,1,-,-,-,-,-,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Ville Koivisto,3,1,6,7,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Mika Aaltonen,3,2,2,4,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Rami Takala,3,5,,5,-,1,-,-,1/1,-,-,-,1,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Sami Pöllänen,3,1,1,2,-,-,-,1,-,-,-,-,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Mauri Kurri,3,,,0,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Vesa Kurppa,3,3,1,4,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Pessi Aro,3,,1,1,5,-,-,-,-,-,-,-,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Lassi Liukkonen (MV),3,,,0,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Matias Mäkilä,3,3,2,5,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,19,16,35,5,1,1,1,1/1,0,0,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,KAUSI 2019-2020,Suomen Cup,,,,MAALIVAHDIT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,O,T%,PMO,T,PM,V,NP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Lassi Liukkonen (MV),3,75.38,7.21,49,16,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,75.38,7.21,49,16,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,KAUSI 2018-2019,IV-DIV - LR LOHKO 10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,O,M,S,P,J,Ratk,YV,AV,RL,0-peli,SR,TV,Hattu,TM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Joni Vainio,15,7,2,9,2,1,1,-,-,-,-,-,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Ville Koivisto,21,23,14,37,8,1,2,-,-,-,-,-,3,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Matias Mäkilä,16,4,2,6,4,-,-,-,-,-,-,-,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Mauri Kurri,19,6,7,13,2,1,1,-,-,-,-,-,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Miika Oja-Nisula,21,16,15,31,4,-,1,-,-,-,-,-,1,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Mika Aaltonen,18,14,10,24,0,2,2,-,-,-,-,1,1,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Jarno Peltola,21,15,18,33,8,4,1,-,-,-,-,-,1,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Rami Takala,15,8,4,12,2,1,1,-,-,-,-,-,-,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Tuukka Mettälä,18,1,2,3,2,1,-,-,-,-,-,-,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Sami Pöllänen,19,10,6,16,4,1,-,-,-,-,-,-,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Kaj Engblom,21,13,31,44,5,3,-,-,0 / 1,-,-,-,2,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Jesse Höykinpuro,14,7,3,10,4,3,-,-,-,-,-,-,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Jussi Uusi-Mikkola,12,1,1,2,0,-,-,-,-,-,-,-,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,(MV) Lassi Liukkonen,21,0,0,0,2,-,-,-,-,-,-,-,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,125,115,240,47,18,9,0,0,0,0,1,8,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,KAUSI 2018-2019,KARSINNAT M3D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,O,M,S,P,J,Ratk,YV,AV,RL,0-peli,SR,TV,Hattu,TM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Joni Vainio,3,3,0,3,0,-,-,-,-,-,-,-,1,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Ville Koivisto,3,2,1,3,0,1,1,-,-,-,-,-,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Matias Mäkilä,3,0,0,0,0,-,-,-,-,-,-,-,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Mauri Kurri,3,0,0,0,0,-,-,-,-,-,-,-,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Miika Oja-Nisula,3,2,0,2,0,-,-,-,-,-,-,-,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Mika Aaltonen,3,3,2,5,0,-,2,-,-,-,-,-,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Jarno Peltola,3,0,1,1,0,-,-,-,-,-,-,-,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Rami Takala,3,0,0,0,4,-,-,-,-,-,-,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Tuukka Mettälä,3,0,1,1,2,-,-,-,-,-,-,-,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Sami Pöllänen,3,2,0,2,0,-,1,-,-,-,-,-,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Kaj Engblom,3,0,6,6,16,-,-,-,,-,-,-,,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Jesse Höykinpuro,3,0,0,0,0,-,-,-,-,-,-,-,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Jussi Uusi-Mikkola,3,0,1,1,0,-,-,-,-,-,-,-,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,(MV) Lassi Liukkonen,3,0,0,0,0,-,-,-,-,-,-,-,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,12,12,24,22,1,4,0,0,0,0,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,KAUSI 2017-2018,IV-DIV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,O,M,S,P,J,Ratk,YV,AV,RL,0-peli,SR,TV,Hattu,TM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Joni Vainio,17,7,2,9,1,-,1,-,-,-,-,-,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Ville Koivisto,17,7,9,16,3,-,-,-,-,-,1,-,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Matias Mäkilä,17,5,3,8,2,1,1,-,-,-,-,-,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Mauri Kurri,17,3,4,7,1,-,1,-,-,-,-,-,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Miika Oja-Nisula,17,0,1,1,0,-,-,-,-,-,-,-,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Mika Aaltonen,17,12,8,20,1,2,-,-,-,-,-,-,1,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Jarno Peltola,17,4,4,8,4,-,-,-,-,-,-,-,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Ville Mettälä,17,0,0,0,0,-,-,-,-,-,-,-,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Tuukka Mettälä,17,0,8,8,1,-,-,-,-,-,-,-,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Henrik Lehtonen,17,2,2,4,1,-,-,-,-,-,-,-,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Sami Pöllänen,17,7,5,12,1,1,1,-,-,-,-,-,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Atte Nieminen,17,1,0,1,0,-,-,-,-,-,-,-,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Kaj Engblom,17,7,9,16,2,-,1,-,-,-,-,-,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,(MV) Matias Virta,17,0,0,0,0,-,-,-,-,-,-,-,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Jesse Höykinpuro,17,7,3,10,1,2,1,-,-,-,-,-,-,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Robin Mattila,17,5,4,9,0,-,-,-,-,-,-,-,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Lassi Liukkonen,17,0,0,0,0,-,-,-,-,-,-,-,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,67,62,129,18,6,6,0,0,0,1,0,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,KAUSI 2016-2017,IV-DIV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,O,M,S,P,J,Ratk,YV,AV,RL,0-peli,SR,TV,Hattu,TM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Joni Vainio,16,7,1,8,0,1,1,-,-,-,-,-,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Ville Koivisto,16,16,8,24,4,2,1,-,-,-,-,-,1,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Matias Mäkilä,16,7,2,9,0,0,0,-,-,-,-,-,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Mauri Kurri,16,2,1,3,1,0,1,-,-,-,-,-,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Miika Oja-Nisula,16,8,6,14,2,0,0,1,-,-,-,-,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Mika Aaltonen,16,9,4,13,1,0,2,-,-,-,-,-,1,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Jarno Peltola,16,3,9,12,9,2,0,-,-,-,-,-,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Ville Mettälä,16,3,2,5,0,0,0,-,-,-,-,-,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Tuukka Mettälä,16,0,5,5,2,0,0,-,-,-,-,-,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Henrik Lehtonen,16,2,2,4,0,0,0,-,-,-,-,-,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Sami Pöllänen,16,2,7,9,3,0,1,-,-,-,-,-,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
